"ensembl_gene_id"	"hgnc_symbol"	"entrezgene"
"42710"	"ENSG00000249274"	"PDLIM1P4"	NA
"42711"	"ENSG00000258970"	""	NA
"42712"	"ENSG00000258624"	"SERPINE4P"	NA
"42713"	"ENSG00000256980"	"KHDC1L"	100129128
"42714"	"ENSG00000166401"	"SERPINB8"	5271
"42715"	"ENSG00000214254"	""	NA
"42716"	"ENSG00000254859"	""	NA
"42717"	"ENSG00000254144"	""	NA
"42718"	"ENSG00000259152"	""	NA
"42719"	"ENSG00000180872"	"DEFB112"	245915
"42720"	"ENSG00000259168"	""	NA
"42721"	"ENSG00000148288"	"GBGT1"	26301
"42722"	"ENSG00000243501"	""	NA
"42723"	"ENSG00000197888"	"UGT2B17"	7367
"42724"	"ENSG00000182256"	"GABRG3"	2567
"42725"	"ENSG00000146205"	"ANO7"	50636
"42726"	"ENSG00000258742"	""	NA
"42727"	"ENSG00000226733"	""	NA
"42728"	"ENSG00000230900"	"ATP6V1G2"	534
"42729"	"ENSG00000232450"	""	NA
"42730"	"ENSG00000239626"	"RPSAP41"	NA
"42731"	"ENSG00000233470"	""	NA
"42732"	"ENSG00000230472"	""	NA
"42733"	"ENSG00000251360"	"KHDC1P1"	NA
"42734"	"ENSG00000116793"	"PHTF1"	10745
"42735"	"ENSG00000226590"	"UBE2V1P10"	NA
"42736"	"ENSG00000068903"	"SIRT2"	22933
"42737"	"ENSG00000171227"	"TMEM37"	140738
"42738"	"ENSG00000229852"	""	NA
"42739"	"ENSG00000227412"	"STK33P1"	NA
"42740"	"ENSG00000234882"	"EIF3EP1"	NA
"42741"	"ENSG00000089127"	"OAS1"	4938
"42742"	"ENSG00000167103"	"PIP5KL1"	138429
"42743"	"ENSG00000228662"	"MCCD1"	401250
"42744"	"ENSG00000255998"	""	NA
"42745"	"ENSG00000211812"	"TRAV26-2"	NA
"42746"	"ENSG00000249472"	""	NA
"42747"	"ENSG00000211813"	"TRAV34"	NA
"42748"	"ENSG00000276450"	"NCR1"	9437
"42749"	"ENSG00000251101"	""	NA
"42750"	"ENSG00000211814"	"TRAV35"	NA
"42751"	"ENSG00000008118"	"CAMK1G"	57172
"42752"	"ENSG00000234082"	"DDX39B-AS1"	106478957
"42753"	"ENSG00000211815"	"TRAV36DV7"	NA
"42754"	"ENSG00000224243"	"SOX1-OT"	100505996
"42755"	"ENSG00000139899"	"CBLN3"	643866
"42756"	"ENSG00000261426"	""	NA
"42757"	"ENSG00000259068"	"TRAV37"	NA
"42758"	"ENSG00000228740"	"GABRG3-AS1"	NA
"42759"	"ENSG00000211816"	"TRAV38-1"	NA
"42760"	"ENSG00000277552"	"KIR3DL3"	115653
"42761"	"ENSG00000229496"	"DDX39B"	7919
"42762"	"ENSG00000211817"	"TRAV38-2DV8"	NA
"42763"	"ENSG00000253558"	""	NA
"42764"	"ENSG00000230452"	"LINC01381"	106144568
"42765"	"ENSG00000183283"	"DAZAP2"	9802
"42766"	"ENSG00000211818"	"TRAV39"	NA
"42767"	"ENSG00000186940"	"CHCHD2P9"	NA
"42768"	"ENSG00000279064"	""	NA
"42769"	"ENSG00000260102"	"LINC01070"	NA
"42770"	"ENSG00000150732"	""	NA
"42771"	"ENSG00000279784"	""	NA
"42772"	"ENSG00000220522"	""	NA
"42773"	"ENSG00000279186"	""	NA
"42774"	"ENSG00000146386"	"ABRACL"	58527
"42775"	"ENSG00000261182"	""	NA
"42776"	"ENSG00000224278"	""	NA
"42777"	"ENSG00000085449"	"WDFY1"	57590
"42778"	"ENSG00000260343"	"LINC01043"	101928752
"42779"	"ENSG00000167088"	"SNRPD1"	6632
"42780"	"ENSG00000220694"	""	NA
"42781"	"ENSG00000233086"	""	NA
"42782"	"ENSG00000225006"	""	NA
"42783"	"ENSG00000235083"	""	NA
"42784"	"ENSG00000223626"	"LINC01044"	104266956
"42785"	"ENSG00000124743"	"KLHL31"	401265
"42786"	"ENSG00000231022"	"RPS3AP9"	NA
"42787"	"ENSG00000237283"	""	NA
"42788"	"ENSG00000227885"	""	NA
"42789"	"ENSG00000236903"	""	NA
"42790"	"ENSG00000237405"	"AGER"	177
"42791"	"ENSG00000230302"	"MTND3P4"	NA
"42792"	"ENSG00000238054"	""	NA
"42793"	"ENSG00000274559"	""	54145
"42794"	"ENSG00000274559"	""	102724334
"42795"	"ENSG00000255171"	"LINC01499"	102723644
"42796"	"ENSG00000230418"	"ARL2BPP7"	NA
"42797"	"ENSG00000280013"	""	NA
"42798"	"ENSG00000241884"	""	NA
"42799"	"ENSG00000279769"	""	NA
"42800"	"ENSG00000254668"	""	NA
"42801"	"ENSG00000183111"	"ARHGEF37"	389337
"42802"	"ENSG00000228614"	""	NA
"42803"	"ENSG00000211819"	"TRAV40"	NA
"42804"	"ENSG00000248191"	"PES1P1"	NA
"42805"	"ENSG00000189238"	"LINC00943"	NA
"42806"	"ENSG00000251199"	""	NA
"42807"	"ENSG00000211820"	"TRAV41"	NA
"42808"	"ENSG00000258499"	"LINC02287"	101929002
"42809"	"ENSG00000260436"	""	NA
"42810"	"ENSG00000254580"	""	105369473
"42811"	"ENSG00000261613"	""	NA
"42812"	"ENSG00000256221"	""	NA
"42813"	"ENSG00000269937"	""	NA
"42814"	"ENSG00000254811"	""	101928535
"42815"	"ENSG00000118363"	"SPCS2"	9789
"42816"	"ENSG00000105428"	"ZNRF4"	148066
"42817"	"ENSG00000255330"	""	NA
"42818"	"ENSG00000229187"	"MICC"	NA
"42819"	"ENSG00000251291"	"LINC02462"	NA
"42820"	"ENSG00000226571"	""	NA
"42821"	"ENSG00000249000"	""	NA
"42822"	"ENSG00000168421"	"RHOH"	399
"42823"	"ENSG00000231329"	""	NA
"42824"	"ENSG00000256128"	"LINC00944"	NA
"42825"	"ENSG00000230902"	"FAM204CP"	NA
"42826"	"ENSG00000243469"	"RPL7P51"	NA
"42827"	"ENSG00000228444"	""	NA
"42828"	"ENSG00000223573"	"TINCR"	NA
"42829"	"ENSG00000279689"	""	NA
"42830"	"ENSG00000142235"	"LMTK3"	114783
"42831"	"ENSG00000249847"	""	NA
"42832"	"ENSG00000260060"	""	NA
"42833"	"ENSG00000093134"	"VNN3"	55350
"42834"	"ENSG00000164440"	"TXLNB"	167838
"42835"	"ENSG00000171102"	"OBP2B"	29989
"42836"	"ENSG00000135960"	"EDAR"	10913
"42837"	"ENSG00000164118"	"CEP44"	80817
"42838"	"ENSG00000197771"	"MCMBP"	79892
"42839"	"ENSG00000169783"	"LINGO1"	84894
"42840"	"ENSG00000264785"	""	NA
"42841"	"ENSG00000248103"	""	NA
"42842"	"ENSG00000111331"	"OAS3"	4940
"42843"	"ENSG00000229256"	"ST13P13"	NA
"42844"	"ENSG00000241723"	""	NA
"42845"	"ENSG00000274525"	""	NA
"42846"	"ENSG00000103023"	"PRSS54"	221191
"42847"	"ENSG00000228728"	"PPIAP91"	NA
"42848"	"ENSG00000235376"	"RPEL1"	729020
"42849"	"ENSG00000238035"	""	NA
"42850"	"ENSG00000102181"	"CD99L2"	83692
"42851"	"ENSG00000204977"	"TRIM13"	10206
"42852"	"ENSG00000255587"	"RAB44"	401258
"42853"	"ENSG00000198373"	"WWP2"	11060
"42854"	"ENSG00000100814"	"CCNB1IP1"	57820
"42855"	"ENSG00000148798"	"INA"	9118
"42856"	"ENSG00000214338"	"SOGA3"	387104
"42857"	"ENSG00000250765"	""	NA
"42858"	"ENSG00000232593"	"KANTR"	NA
"42859"	"ENSG00000231858"	""	105373805
"42860"	"ENSG00000274553"	""	NA
"42861"	"ENSG00000220349"	""	NA
"42862"	"ENSG00000147166"	"ITGB1BP2"	NA
"42863"	"ENSG00000254583"	""	NA
"42864"	"ENSG00000226126"	"PSMC1P12"	NA
"42865"	"ENSG00000230178"	"OR4F3"	26683
"42866"	"ENSG00000138378"	"STAT4"	6775
"42867"	"ENSG00000255401"	""	NA
"42868"	"ENSG00000100604"	"CHGA"	1113
"42869"	"ENSG00000109618"	"SEPSECS"	51091
"42870"	"ENSG00000251035"	"WBP1LP4"	NA
"42871"	"ENSG00000179292"	"TMEM151A"	256472
"42872"	"ENSG00000213285"	"RPL23AP45"	NA
"42873"	"ENSG00000235901"	""	NA
"42874"	"ENSG00000152266"	"PTH"	5741
"42875"	"ENSG00000234019"	""	NA
"42876"	"ENSG00000112406"	"HECA"	51696
"42877"	"ENSG00000227329"	""	NA
"42878"	"ENSG00000204250"	"LINC00587"	414319
"42879"	"ENSG00000231340"	"ACTG1P10"	NA
"42880"	"ENSG00000232242"	"ZYG11AP1"	NA
"42881"	"ENSG00000189367"	"KIAA0408"	9729
"42882"	"ENSG00000235224"	""	NA
"42883"	"ENSG00000103021"	"CCDC113"	29070
"42884"	"ENSG00000279811"	""	NA
"42885"	"ENSG00000224410"	""	NA
"42886"	"ENSG00000232218"	""	NA
"42887"	"ENSG00000279433"	""	NA
"42888"	"ENSG00000165355"	"FBXO33"	254170
"42889"	"ENSG00000272446"	""	NA
"42890"	"ENSG00000144935"	"TRPC1"	7220
"42891"	"ENSG00000242578"	""	NA
"42892"	"ENSG00000182310"	"SPACA6"	147650
"42893"	"ENSG00000108604"	"SMARCD2"	6603
"42894"	"ENSG00000075975"	"MKRN2"	23609
"42895"	"ENSG00000143801"	"PSEN2"	5664
"42896"	"ENSG00000229680"	"OR2H2"	7932
"42897"	"ENSG00000124212"	"PTGIS"	5740
"42898"	"ENSG00000240359"	"UBL5P3"	NA
"42899"	"ENSG00000174807"	"CD248"	57124
"42900"	"ENSG00000271036"	"CLPTM1LP1"	NA
"42901"	"ENSG00000236346"	"NFKBIL1"	4795
"42902"	"ENSG00000258425"	""	NA
"42903"	"ENSG00000254458"	""	NA
"42904"	"ENSG00000227961"	"RPL13AP"	NA
"42905"	"ENSG00000259666"	"LINGO1-AS1"	253044
"42906"	"ENSG00000226486"	"LINC01035"	NA
"42907"	"ENSG00000231968"	"UBD"	10537
"42908"	"ENSG00000144677"	"CTDSPL"	10217
"42909"	"ENSG00000118473"	"SGIP1"	84251
"42910"	"ENSG00000259281"	"LINGO1-AS2"	101929478
"42911"	"ENSG00000246877"	"DNM1P35"	NA
"42912"	"ENSG00000261043"	""	NA
"42913"	"ENSG00000130770"	"ATPIF1"	93974
"42914"	"ENSG00000259213"	""	NA
"42915"	"ENSG00000260288"	""	NA
"42916"	"ENSG00000250425"	"OR7E35P"	NA
"42917"	"ENSG00000280359"	""	NA
"42918"	"ENSG00000110066"	"KMT5B"	51111
"42919"	"ENSG00000260815"	"PPIAP47"	NA
"42920"	"ENSG00000233700"	"TMPOP1"	NA
"42921"	"ENSG00000273559"	"CWC25"	54883
"42922"	"ENSG00000125084"	"WNT1"	7471
"42923"	"ENSG00000182950"	"ODF3L1"	161753
"42924"	"ENSG00000227754"	"SUCLA2P1"	NA
"42925"	"ENSG00000143995"	"MEIS1"	4211
"42926"	"ENSG00000232150"	"ST13P4"	NA
"42927"	"ENSG00000224554"	"RANP1"	NA
"42928"	"ENSG00000229323"	"DLEU1-AS1"	103689915
"42929"	"ENSG00000240842"	""	NA
"42930"	"ENSG00000241667"	""	NA
"42931"	"ENSG00000107651"	"SEC23IP"	11196
"42932"	"ENSG00000250812"	""	NA
"42933"	"ENSG00000237899"	""	NA
"42934"	"ENSG00000250464"	"LRRC34P2"	NA
"42935"	"ENSG00000167711"	"SERPINF2"	5345
"42936"	"ENSG00000270605"	""	NA
"42937"	"ENSG00000215187"	"FAM166B"	730112
"42938"	"ENSG00000238255"	"RPL7P4"	NA
"42939"	"ENSG00000261317"	""	NA
"42940"	"ENSG00000253603"	"CERNA3"	105375847
"42941"	"ENSG00000177946"	"CENPBD1"	92806
"42942"	"ENSG00000251259"	""	NA
"42943"	"ENSG00000271398"	""	NA
"42944"	"ENSG00000269959"	"SPACA6P-AS"	102238594
"42945"	"ENSG00000248578"	"NPM1P21"	NA
"42946"	"ENSG00000117419"	"ERI3"	79033
"42947"	"ENSG00000223959"	"AFG3L1P"	172
"42948"	"ENSG00000172680"	"MOS"	4342
"42949"	"ENSG00000182179"	"UBA7"	7318
"42950"	"ENSG00000255065"	""	NA
"42951"	"ENSG00000227948"	""	NA
"42952"	"ENSG00000173114"	"LRRN3"	54674
"42953"	"ENSG00000130766"	"SESN2"	83667
"42954"	"ENSG00000164117"	"FBXO8"	26269
"42955"	"ENSG00000258841"	"EEF1A1P2"	NA
"42956"	"ENSG00000132300"	"PTCD3"	55037
"42957"	"ENSG00000259035"	""	NA
"42958"	"ENSG00000258501"	"EIF3LP1"	NA
"42959"	"ENSG00000241891"	"RPL9P6"	NA
"42960"	"ENSG00000258718"	"LINC02311"	102724294
"42961"	"ENSG00000139350"	"NEDD1"	121441
"42962"	"ENSG00000154743"	"TSEN2"	80746
"42963"	"ENSG00000224208"	""	NA
"42964"	"ENSG00000124772"	"CPNE5"	57699
"42965"	"ENSG00000171222"	"SCAND1"	51282
"42966"	"ENSG00000184903"	"IMMP2L"	83943
"42967"	"ENSG00000181690"	"PLAG1"	5324
"42968"	"ENSG00000128039"	"SRD5A3"	79644
"42969"	"ENSG00000260081"	""	105373383
"42970"	"ENSG00000149646"	"CNBD2"	140894
"42971"	"ENSG00000262919"	"CCNQ"	92002
"42972"	"ENSG00000116991"	"SIPA1L2"	57568
"42973"	"ENSG00000235619"	"RPL36AP33"	NA
"42974"	"ENSG00000198853"	"RUSC2"	9853
"42975"	"ENSG00000184916"	"JAG2"	3714
"42976"	"ENSG00000251111"	"FCF1P8"	NA
"42977"	"ENSG00000213706"	""	NA
"42978"	"ENSG00000273257"	""	NA
"42979"	"ENSG00000249700"	"SRD5A3-AS1"	100506462
"42980"	"ENSG00000130772"	"MED18"	54797
"42981"	"ENSG00000013297"	"CLDN11"	5010
"42982"	"ENSG00000013297"	"CLDN11"	101928583
"42983"	"ENSG00000125744"	"RTN2"	6253
"42984"	"ENSG00000243621"	""	NA
"42985"	"ENSG00000228540"	""	NA
"42986"	"ENSG00000229911"	""	NA
"42987"	"ENSG00000240280"	"TCAM1P"	146771
"42988"	"ENSG00000233602"	"ERI3-IT1"	100874278
"42989"	"ENSG00000224832"	"LINC01689"	101927869
"42990"	"ENSG00000226196"	"GAPDHP75"	NA
"42991"	"ENSG00000233810"	"MOB1AP2"	NA
"42992"	"ENSG00000232212"	"LINC01701"	107985456
"42993"	"ENSG00000214869"	"TPM3P4"	NA
"42994"	"ENSG00000255279"	""	NA
"42995"	"ENSG00000234269"	""	NA
"42996"	"ENSG00000236632"	"HLA-E"	3133
"42997"	"ENSG00000185955"	"C7orf61"	402573
"42998"	"ENSG00000237484"	"LINC01684"	105372751
"42999"	"ENSG00000278084"	""	NA
"43000"	"ENSG00000254822"	""	NA
"43001"	"ENSG00000155833"	"CYLC2"	1539
"43002"	"ENSG00000255300"	""	NA
"43003"	"ENSG00000166925"	"TSC22D4"	81628
"43004"	"ENSG00000013293"	"SLC7A14"	57709
"43005"	"ENSG00000205309"	"NT5M"	56953
"43006"	"ENSG00000213786"	"NHP2P2"	NA
"43007"	"ENSG00000180423"	"HARBI1"	283254
"43008"	"ENSG00000196976"	"LAGE3"	8270
"43009"	"ENSG00000213218"	"CSH2"	1443
"43010"	"ENSG00000251228"	""	NA
"43011"	"ENSG00000211835"	"TRAJ56"	NA
"43012"	"ENSG00000276633"	""	NA
"43013"	"ENSG00000211825"	"TRDJ1"	NA
"43014"	"ENSG00000275139"	""	NA
"43015"	"ENSG00000228985"	"TRDD3"	NA
"43016"	"ENSG00000230379"	""	NA
"43017"	"ENSG00000233270"	"SNRPEP4"	NA
"43018"	"ENSG00000250688"	"TRAJ55"	NA
"43019"	"ENSG00000183570"	"PCBP3"	54039
"43020"	"ENSG00000211834"	"TRAJ57"	NA
"43021"	"ENSG00000137269"	"LRRC1"	55227
"43022"	"ENSG00000237482"	"LY6G6E"	NA
"43023"	"ENSG00000226983"	"LINC01692"	339622
"43024"	"ENSG00000175224"	"ATG13"	9776
"43025"	"ENSG00000241411"	""	NA
"43026"	"ENSG00000130827"	"PLXNA3"	55558
"43027"	"ENSG00000211832"	"TRAJ59"	NA
"43028"	"ENSG00000227090"	""	NA
"43029"	"ENSG00000211828"	"TRDJ3"	NA
"43030"	"ENSG00000244278"	""	NA
"43031"	"ENSG00000239739"	""	NA
"43032"	"ENSG00000237235"	"TRDD2"	NA
"43033"	"ENSG00000159164"	"SV2A"	9900
"43034"	"ENSG00000206427"	"PRRC2A"	7916
"43035"	"ENSG00000213174"	""	NA
"43036"	"ENSG00000259042"	""	NA
"43037"	"ENSG00000237444"	""	NA
"43038"	"ENSG00000243003"	"LY6G6F"	259215
"43039"	"ENSG00000244738"	""	NA
"43040"	"ENSG00000211836"	"TRAJ54"	NA
"43041"	"ENSG00000283234"	""	NA
"43042"	"ENSG00000241416"	"KRT8P13"	NA
"43043"	"ENSG00000232771"	"PPP1R26P5"	NA
"43044"	"ENSG00000211827"	"TRDJ2"	NA
"43045"	"ENSG00000238270"	""	NA
"43046"	"ENSG00000261359"	"PYCARD-AS1"	100652740
"43047"	"ENSG00000211829"	"TRDC"	NA
"43048"	"ENSG00000230987"	""	NA
"43049"	"ENSG00000186143"	"PRR30"	339779
"43050"	"ENSG00000211821"	"TRDV2"	NA
"43051"	"ENSG00000165660"	"ABRAXAS2"	23172
"43052"	"ENSG00000215030"	"RPL13P12"	NA
"43053"	"ENSG00000116857"	"TMEM9"	252839
"43054"	"ENSG00000103490"	"PYCARD"	29108
"43055"	"ENSG00000250338"	""	NA
"43056"	"ENSG00000223997"	"TRDD1"	NA
"43057"	"ENSG00000234443"	"LY6G6D"	58530
"43058"	"ENSG00000234443"	"LY6G6D"	110599563
"43059"	"ENSG00000249241"	"LINC02265"	101060498
"43060"	"ENSG00000211831"	"TRAJ61"	NA
"43061"	"ENSG00000227158"	""	NA
"43062"	"ENSG00000211826"	"TRDJ4"	NA
"43063"	"ENSG00000196115"	"ADAM5"	NA
"43064"	"ENSG00000211833"	"TRAJ58"	NA
"43065"	"ENSG00000271172"	""	NA
"43066"	"ENSG00000281501"	"SEPSECS-AS1"	NA
"43067"	"ENSG00000251002"	""	NA
"43068"	"ENSG00000214807"	"NPM1P31"	NA
"43069"	"ENSG00000281028"	""	55300
"43070"	"ENSG00000259101"	""	110599563
"43071"	"ENSG00000226945"	""	NA
"43072"	"ENSG00000225811"	""	NA
"43073"	"ENSG00000197540"	"GZMM"	3004
"43074"	"ENSG00000271680"	""	NA
"43075"	"ENSG00000269371"	""	NA
"43076"	"ENSG00000226819"	"MEIS1-AS3"	NA
"43077"	"ENSG00000038210"	"PI4K2B"	55300
"43078"	"ENSG00000162670"	"BRINP3"	339479
"43079"	"ENSG00000162894"	"FCMR"	9214
"43080"	"ENSG00000198816"	"ZNF358"	140467
"43081"	"ENSG00000168758"	"SEMA4C"	54910
"43082"	"ENSG00000230749"	"MEIS1-AS2"	100873998
"43083"	"ENSG00000241104"	"CEACAMP10"	284344
"43084"	"ENSG00000104883"	"PEX11G"	92960
"43085"	"ENSG00000278313"	""	NA
"43086"	"ENSG00000274959"	"SPDYE13P"	NA
"43087"	"ENSG00000270137"	""	NA
"43088"	"ENSG00000250144"	""	NA
"43089"	"ENSG00000282304"	""	NA
"43090"	"ENSG00000256590"	"TRDV3"	NA
"43091"	"ENSG00000276840"	"PMS2P10"	NA
"43092"	"ENSG00000183668"	"PSG9"	5678
"43093"	"ENSG00000271218"	""	NA
"43094"	"ENSG00000066136"	"NFYC"	4802
"43095"	"ENSG00000249446"	"TRAJ60"	NA
"43096"	"ENSG00000223697"	""	NA
"43097"	"ENSG00000248434"	""	NA
"43098"	"ENSG00000112984"	"KIF20A"	10112
"43099"	"ENSG00000255109"	""	NA
"43100"	"ENSG00000106404"	"CLDN15"	24146
"43101"	"ENSG00000261760"	""	100507334
"43102"	"ENSG00000135900"	"MRPL44"	65080
"43103"	"ENSG00000225945"	""	NA
"43104"	"ENSG00000229671"	"LINC01150"	NA
"43105"	"ENSG00000248456"	"LINC02485"	NA
"43106"	"ENSG00000230865"	"TSEN15P1"	NA
"43107"	"ENSG00000254484"	""	NA
"43108"	"ENSG00000228802"	""	NA
"43109"	"ENSG00000254604"	""	NA
"43110"	"ENSG00000276175"	"LILRA3"	11026
"43111"	"ENSG00000131626"	"PPFIA1"	8500
"43112"	"ENSG00000277885"	"KIR2DS2"	100132285
"43113"	"ENSG00000267952"	""	NA
"43114"	"ENSG00000141026"	"MED9"	55090
"43115"	"ENSG00000129292"	"PHF20L1"	51105
"43116"	"ENSG00000198723"	"TEX45"	374877
"43117"	"ENSG00000228901"	"HMGN2P36"	NA
"43118"	"ENSG00000254436"	""	NA
"43119"	"ENSG00000279299"	""	NA
"43120"	"ENSG00000273038"	""	NA
"43121"	"ENSG00000136487"	"GH2"	2689
"43122"	"ENSG00000227852"	"RPS29P17"	NA
"43123"	"ENSG00000143314"	"MRPL24"	79590
"43124"	"ENSG00000159208"	"CIART"	148523
"43125"	"ENSG00000175701"	"LINC00116"	205251
"43126"	"ENSG00000249456"	""	NA
"43127"	"ENSG00000282515"	""	105379627
"43128"	"ENSG00000135919"	"SERPINE2"	5270
"43129"	"ENSG00000253629"	""	NA
"43130"	"ENSG00000019995"	"ZRANB1"	54764
"43131"	"ENSG00000282989"	""	NA
"43132"	"ENSG00000112474"	"HSD17B8"	7923
"43133"	"ENSG00000282020"	""	NA
"43134"	"ENSG00000104490"	"NCALD"	83988
"43135"	"ENSG00000282785"	""	NA
"43136"	"ENSG00000231227"	""	NA
"43137"	"ENSG00000261243"	""	NA
"43138"	"ENSG00000267751"	""	NA
"43139"	"ENSG00000106689"	"LHX2"	9355
"43140"	"ENSG00000259783"	"LINC02259"	NA
"43141"	"ENSG00000140950"	"TLDC1"	57707
"43142"	"ENSG00000260139"	"CSPG4P13"	NA
"43143"	"ENSG00000236242"	"MYO16-AS1"	100885782
"43144"	"ENSG00000260672"	""	NA
"43145"	"ENSG00000172270"	"BSG"	682
"43146"	"ENSG00000260144"	""	NA
"43147"	"ENSG00000254914"	""	NA
"43148"	"ENSG00000041515"	"MYO16"	23026
"43149"	"ENSG00000183828"	"NUDT14"	256281
"43150"	"ENSG00000254725"	""	NA
"43151"	"ENSG00000273599"	""	NA
"43152"	"ENSG00000271028"	""	NA
"43153"	"ENSG00000235801"	"LINC02569"	NA
"43154"	"ENSG00000100528"	"CNIH1"	10175
"43155"	"ENSG00000274286"	"ADRA2B"	151
"43156"	"ENSG00000198420"	"TCAF1"	9747
"43157"	"ENSG00000175029"	"CTBP2"	1488
"43158"	"ENSG00000224290"	"APOM"	55937
"43159"	"ENSG00000188886"	"ASTL"	431705
"43160"	"ENSG00000258526"	""	NA
"43161"	"ENSG00000258418"	""	NA
"43162"	"ENSG00000213889"	"PPM1N"	147699
"43163"	"ENSG00000258480"	""	NA
"43164"	"ENSG00000255650"	"FAM222A-AS1"	84983
"43165"	"ENSG00000236668"	""	100505588
"43166"	"ENSG00000251413"	""	NA
"43167"	"ENSG00000248682"	"ARHGAP22-IT1"	NA
"43168"	"ENSG00000234921"	""	NA
"43169"	"ENSG00000275489"	"C17orf98"	388381
"43170"	"ENSG00000128805"	"ARHGAP22"	58504
"43171"	"ENSG00000279108"	""	NA
"43172"	"ENSG00000235945"	""	NA
"43173"	"ENSG00000255974"	"CYP2A6"	1548
"43174"	"ENSG00000266088"	""	NA
"43175"	"ENSG00000219274"	"RPS20P2"	NA
"43176"	"ENSG00000139438"	"FAM222A"	84915
"43177"	"ENSG00000156374"	"PCGF6"	84108
"43178"	"ENSG00000259909"	""	NA
"43179"	"ENSG00000258975"	""	NA
"43180"	"ENSG00000225919"	"LINC01745"	105373199
"43181"	"ENSG00000259998"	""	NA
"43182"	"ENSG00000236497"	"LINC01744"	101927683
"43183"	"ENSG00000276011"	"KIR2DL2"	3803
"43184"	"ENSG00000108551"	"RASD1"	51655
"43185"	"ENSG00000198898"	"CAPZA2"	830
"43186"	"ENSG00000215186"	"GOLGA6B"	55889
"43187"	"ENSG00000112983"	"BRD8"	10902
"43188"	"ENSG00000256950"	""	NA
"43189"	"ENSG00000158023"	"WDR66"	144406
"43190"	"ENSG00000257622"	""	NA
"43191"	"ENSG00000268797"	""	NA
"43192"	"ENSG00000269843"	""	NA
"43193"	"ENSG00000100433"	"KCNK10"	54207
"43194"	"ENSG00000186235"	""	151174
"43195"	"ENSG00000254478"	""	NA
"43196"	"ENSG00000198077"	"CYP2A7"	1549
"43197"	"ENSG00000254621"	"SETP16"	NA
"43198"	"ENSG00000119440"	"LCN1P1"	NA
"43199"	"ENSG00000225526"	"MKRN2OS"	100129480
"43200"	"ENSG00000240454"	"RPL39P26"	NA
"43201"	"ENSG00000100220"	"RTCB"	51493
"43202"	"ENSG00000254791"	"FAR1-IT1"	NA
"43203"	"ENSG00000278987"	""	NA
"43204"	"ENSG00000197601"	"FAR1"	84188
"43205"	"ENSG00000121903"	"ZSCAN20"	7579
"43206"	"ENSG00000206053"	"JPT2"	90861
"43207"	"ENSG00000248458"	""	NA
"43208"	"ENSG00000279551"	""	NA
"43209"	"ENSG00000127325"	"BEST3"	144453
"43210"	"ENSG00000132155"	"RAF1"	5894
"43211"	"ENSG00000196739"	"COL27A1"	85301
"43212"	"ENSG00000250834"	"KRT18P54"	NA
"43213"	"ENSG00000248104"	"TARS2P1"	NA
"43214"	"ENSG00000229938"	"MYO16-AS2"	NA
"43215"	"ENSG00000186174"	"BCL9L"	283149
"43216"	"ENSG00000228859"	"LY6G6C"	80740
"43217"	"ENSG00000260021"	""	NA
"43218"	"ENSG00000230549"	"USP17L1"	401447
"43219"	"ENSG00000251363"	"LINC02315"	NA
"43220"	"ENSG00000258385"	""	NA
"43221"	"ENSG00000228288"	"PCAT6"	100506696
"43222"	"ENSG00000169900"	"PYDC1"	260434
"43223"	"ENSG00000275732"	"KIR2DL4"	3805
"43224"	"ENSG00000268975"	"MIA-RAB4B"	NA
"43225"	"ENSG00000224393"	"MPIG6B"	80739
"43226"	"ENSG00000259533"	""	NA
"43227"	"ENSG00000233622"	"CYP2T1P"	171523
"43228"	"ENSG00000163630"	"SYNPR"	132204
"43229"	"ENSG00000105270"	"CLIP3"	25999
"43230"	"ENSG00000130612"	"CYP2G1P"	22952
"43231"	"ENSG00000036473"	"OTC"	5009
"43232"	"ENSG00000223534"	"HLA-DQB1-AS1"	106480429
"43233"	"ENSG00000177238"	"TRIM72"	493829
"43234"	"ENSG00000136488"	"CSH1"	1442
"43235"	"ENSG00000231590"	""	NA
"43236"	"ENSG00000206034"	"DEFB109B"	NA
"43237"	"ENSG00000269437"	"NXF2B"	728343
"43238"	"ENSG00000179344"	"HLA-DQB1"	3119
"43239"	"ENSG00000282951"	""	NA
"43240"	"ENSG00000237118"	"CYP2F2P"	NA
"43241"	"ENSG00000280604"	""	NA
"43242"	"ENSG00000160683"	"CXCR5"	643
"43243"	"ENSG00000205424"	""	100129027
"43244"	"ENSG00000110801"	"PSMD9"	5715
"43245"	"ENSG00000269858"	"EGLN2"	112398
"43246"	"ENSG00000164082"	"GRM2"	2912
"43247"	"ENSG00000235778"	""	NA
"43248"	"ENSG00000156313"	"RPGR"	6103
"43249"	"ENSG00000225078"	""	NA
"43250"	"ENSG00000258538"	""	NA
"43251"	"ENSG00000011454"	"RABGAP1"	2844
"43252"	"ENSG00000011454"	"RABGAP1"	23637
"43253"	"ENSG00000215374"	"FAM66B"	NA
"43254"	"ENSG00000245869"	""	NA
"43255"	"ENSG00000158470"	"B4GALT5"	9334
"43256"	"ENSG00000110375"	"UPK2"	7379
"43257"	"ENSG00000254756"	""	NA
"43258"	"ENSG00000126353"	"CCR7"	1236
"43259"	"ENSG00000170791"	"CHCHD7"	79145
"43260"	"ENSG00000174791"	"RIN1"	9610
"43261"	"ENSG00000234062"	""	NA
