"ensembl_gene_id"	"hgnc_symbol"	"entrezgene"
"19050"	"ENSG00000131174"	"COX7B"	1349
"19051"	"ENSG00000103313"	"MEFV"	4210
"19052"	"ENSG00000245888"	""	400512
"19053"	"ENSG00000169189"	"NSMCE1"	197370
"19054"	"ENSG00000151116"	"UEVLD"	55293
"19055"	"ENSG00000189227"	"C15orf61"	145853
"19056"	"ENSG00000138658"	"ZGRF1"	55345
"19057"	"ENSG00000206168"	""	NA
"19058"	"ENSG00000188315"	"C3orf62"	375341
"19059"	"ENSG00000259371"	""	NA
"19060"	"ENSG00000139914"	"FITM1"	161247
"19061"	"ENSG00000114316"	"USP4"	7375
"19062"	"ENSG00000235677"	"NPM1P26"	NA
"19063"	"ENSG00000164695"	"CHMP4C"	92421
"19064"	"ENSG00000129535"	"NRL"	4901
"19065"	"ENSG00000231911"	"TPRKBP1"	NA
"19066"	"ENSG00000269635"	""	NA
"19067"	"ENSG00000066855"	"MTFR1"	9650
"19068"	"ENSG00000246705"	"H2AFJ"	55766
"19069"	"ENSG00000105131"	"EPHX3"	79852
"19070"	"ENSG00000224748"	"TAP1"	6890
"19071"	"ENSG00000146350"	"TBC1D32"	221322
"19072"	"ENSG00000166557"	"TMED3"	23423
"19073"	"ENSG00000104231"	"ZFAND1"	79752
"19074"	"ENSG00000145332"	"KLHL8"	57563
"19075"	"ENSG00000164062"	"APEH"	327
"19076"	"ENSG00000100097"	"LGALS1"	3956
"19077"	"ENSG00000100889"	"PCK2"	5106
"19078"	"ENSG00000168883"	"USP39"	10713
"19079"	"ENSG00000122705"	"CLTA"	1211
"19080"	"ENSG00000178125"	"PPP1R42"	286187
"19081"	"ENSG00000133805"	"AMPD3"	272
"19082"	"ENSG00000169330"	"KIAA1024"	23251
"19083"	"ENSG00000128519"	"TAS2R16"	50833
"19084"	"ENSG00000172534"	"HCFC1"	3054
"19085"	"ENSG00000259493"	""	NA
"19086"	"ENSG00000254291"	""	NA
"19087"	"ENSG00000226680"	""	NA
"19088"	"ENSG00000279507"	""	NA
"19089"	"ENSG00000187695"	""	NA
"19090"	"ENSG00000238034"	""	NA
"19091"	"ENSG00000261994"	"WEE2-AS1"	285962
"19092"	"ENSG00000282121"	""	NA
"19093"	"ENSG00000122872"	"ARL4AP1"	NA
"19094"	"ENSG00000232682"	""	NA
"19095"	"ENSG00000172888"	"ZNF621"	285268
"19096"	"ENSG00000227403"	"LINC01806"	100996579
"19097"	"ENSG00000114654"	"EFCC1"	79825
"19098"	"ENSG00000224467"	""	NA
"19099"	"ENSG00000237768"	""	NA
"19100"	"ENSG00000121022"	"COPS5"	10987
"19101"	"ENSG00000232646"	""	NA
"19102"	"ENSG00000235724"	""	NA
"19103"	"ENSG00000101365"	"IDH3B"	3420
"19104"	"ENSG00000250726"	""	NA
"19105"	"ENSG00000038382"	"TRIO"	7204
"19106"	"ENSG00000196917"	"HCAR1"	27198
"19107"	"ENSG00000223939"	"PPP1R2P1"	NA
"19108"	"ENSG00000263916"	""	NA
"19109"	"ENSG00000227655"	"PTMAP1"	NA
"19110"	"ENSG00000243958"	"PSMB9"	5698
"19111"	"ENSG00000109332"	"UBE2D3"	7323
"19112"	"ENSG00000231257"	"ATAT1"	79969
"19113"	"ENSG00000281283"	"MAPK8IP1P1"	NA
"19114"	"ENSG00000232320"	""	NA
"19115"	"ENSG00000281144"	""	NA
"19116"	"ENSG00000115233"	"PSMD14"	10213
"19117"	"ENSG00000103546"	"SLC6A2"	6530
"19118"	"ENSG00000144635"	"DYNC1LI1"	51143
"19119"	"ENSG00000282696"	""	NA
"19120"	"ENSG00000274616"	"CNOT3"	4849
"19121"	"ENSG00000282169"	""	NA
"19122"	"ENSG00000282660"	""	NA
"19123"	"ENSG00000235131"	""	NA
"19124"	"ENSG00000116213"	"WRAP73"	49856
"19125"	"ENSG00000249509"	""	NA
"19126"	"ENSG00000233184"	""	NA
"19127"	"ENSG00000178403"	"NEUROG2"	63973
"19128"	"ENSG00000249532"	""	109864269
"19129"	"ENSG00000249634"	"USP9YP5"	NA
"19130"	"ENSG00000131007"	"TTTY9B"	425057
"19131"	"ENSG00000250966"	""	NA
"19132"	"ENSG00000251510"	""	NA
"19133"	"ENSG00000250951"	"USP9YP1"	NA
"19134"	"ENSG00000158042"	"MRPL17"	63875
"19135"	"ENSG00000117543"	"DPH5"	51611
"19136"	"ENSG00000238067"	"XKRYP1"	NA
"19137"	"ENSG00000230458"	"GPM6BP1"	NA
"19138"	"ENSG00000172468"	"HSFY1"	86614
"19139"	"ENSG00000233140"	"PSMB8-AS1"	100507463
"19140"	"ENSG00000267258"	"PPIAP58"	NA
"19141"	"ENSG00000231933"	""	NA
"19142"	"ENSG00000235802"	"HCFC1-AS1"	NA
"19143"	"ENSG00000205268"	"PDE7A"	5150
"19144"	"ENSG00000177888"	"ZBTB41"	360023
"19145"	"ENSG00000267579"	""	NA
"19146"	"ENSG00000188848"	"BEND4"	389206
"19147"	"ENSG00000198796"	"ALPK2"	115701
"19148"	"ENSG00000231631"	"PSMB8"	5696
"19149"	"ENSG00000233546"	"PRYP5"	NA
"19150"	"ENSG00000240438"	"OFD1P5Y"	NA
"19151"	"ENSG00000278516"	"LENG1"	79165
"19152"	"ENSG00000181744"	"C3orf58"	205428
"19153"	"ENSG00000230377"	"ELOCP7"	NA
"19154"	"ENSG00000282368"	""	NA
"19155"	"ENSG00000197780"	"TAF13"	6884
"19156"	"ENSG00000280960"	"OR7E157P"	NA
"19157"	"ENSG00000282118"	""	NA
"19158"	"ENSG00000232464"	""	NA
"19159"	"ENSG00000232050"	""	NA
"19160"	"ENSG00000278960"	""	NA
"19161"	"ENSG00000133454"	"MYO18B"	84700
"19162"	"ENSG00000280739"	"EIF1B-AS1"	440952
"19163"	"ENSG00000164303"	"ENPP6"	133121
"19164"	"ENSG00000100949"	"RABGGTA"	5875
"19165"	"ENSG00000114784"	"EIF1B"	10289
"19166"	"ENSG00000274354"	""	NA
"19167"	"ENSG00000236353"	"PBX2"	5089
"19168"	"ENSG00000203867"	"RBM20"	282996
"19169"	"ENSG00000267257"	""	NA
"19170"	"ENSG00000279205"	""	NA
"19171"	"ENSG00000225573"	"RPL35P5"	NA
"19172"	"ENSG00000227098"	""	NA
"19173"	"ENSG00000241678"	""	NA
"19174"	"ENSG00000253223"	""	NA
"19175"	"ENSG00000229341"	"TNXB"	7148
"19176"	"ENSG00000282213"	"IGHV1-3"	NA
"19177"	"ENSG00000234776"	"C11orf94"	143678
"19178"	"ENSG00000100985"	"MMP9"	4318
"19179"	"ENSG00000282223"	"IGHV4-4"	NA
"19180"	"ENSG00000275326"	"NOSTRIN"	115677
"19181"	"ENSG00000184675"	"AMER1"	139285
"19182"	"ENSG00000256044"	""	NA
"19183"	"ENSG00000282678"	""	NA
"19184"	"ENSG00000159147"	"DONSON"	29980
"19185"	"ENSG00000281536"	""	NA
"19186"	"ENSG00000277318"	"IGHV2-5"	NA
"19187"	"ENSG00000198881"	"ASB12"	142689
"19188"	"ENSG00000282066"	"IGHVIII-5-1"	NA
"19189"	"ENSG00000224379"	"TCF19"	6941
"19190"	"ENSG00000197245"	"FAM110D"	79927
"19191"	"ENSG00000257741"	"LINC01490"	101928420
"19192"	"ENSG00000223744"	"RBMY2GP"	NA
"19193"	"ENSG00000229337"	""	NA
"19194"	"ENSG00000107372"	"ZFAND5"	7763
"19195"	"ENSG00000227589"	""	NA
"19196"	"ENSG00000213069"	"KRT8P40"	NA
"19197"	"ENSG00000236501"	""	NA
"19198"	"ENSG00000271369"	""	NA
"19199"	"ENSG00000227372"	"TP73-AS1"	57212
"19200"	"ENSG00000282872"	"C1orf232"	NA
"19201"	"ENSG00000270491"	""	NA
"19202"	"ENSG00000215717"	"TMEM167B"	56900
"19203"	"ENSG00000170144"	"HNRNPA3"	220988
"19204"	"ENSG00000236782"	""	NA
"19205"	"ENSG00000214875"	"MED28P1"	NA
"19206"	"ENSG00000102100"	"SLC35A2"	7355
"19207"	"ENSG00000267082"	""	105372273
"19208"	"ENSG00000277504"	""	NA
"19209"	"ENSG00000229001"	"ACTBP14"	NA
"19210"	"ENSG00000273382"	""	NA
"19211"	"ENSG00000279807"	""	NA
"19212"	"ENSG00000154118"	"JPH3"	57338
"19213"	"ENSG00000130173"	"ANGPTL8"	55908
"19214"	"ENSG00000275906"	"NAPGP2"	NA
"19215"	"ENSG00000282139"	"IGHVIII-5-2"	NA
"19216"	"ENSG00000142684"	"ZNF593"	51042
"19217"	"ENSG00000198954"	"KIF1BP"	26128
"19218"	"ENSG00000100897"	"DCAF11"	80344
"19219"	"ENSG00000204044"	"SLC12A5-AS1"	109729184
"19220"	"ENSG00000146909"	"NOM1"	64434
"19221"	"ENSG00000248180"	"GAPDHP60"	NA
"19222"	"ENSG00000248196"	""	NA
"19223"	"ENSG00000158062"	"UBXN11"	91544
"19224"	"ENSG00000273733"	""	NA
"19225"	"ENSG00000078900"	"TP73"	7161
"19226"	"ENSG00000226180"	""	100129215
"19227"	"ENSG00000130158"	"DOCK6"	57572
"19228"	"ENSG00000198483"	"ANKRD35"	148741
"19229"	"ENSG00000213754"	""	NA
"19230"	"ENSG00000183549"	"ACSM5"	54988
"19231"	"ENSG00000104731"	"KLHDC4"	54758
"19232"	"ENSG00000104731"	"KLHDC4"	105371397
"19233"	"ENSG00000102043"	"MTMR8"	55613
"19234"	"ENSG00000250614"	""	NA
"19235"	"ENSG00000173531"	"MST1"	4485
"19236"	"ENSG00000091073"	"DTX2"	113878
"19237"	"ENSG00000275919"	""	NA
"19238"	"ENSG00000231981"	"RPL7L1P12"	NA
"19239"	"ENSG00000174460"	"ZCCHC12"	170261
"19240"	"ENSG00000088387"	"DOCK9"	23348
"19241"	"ENSG00000204544"	"MUC21"	394263
"19242"	"ENSG00000279014"	""	NA
"19243"	"ENSG00000259338"	""	NA
"19244"	"ENSG00000262995"	""	NA
"19245"	"ENSG00000136750"	"GAD2"	2572
"19246"	"ENSG00000235795"	""	NA
"19247"	"ENSG00000241853"	""	NA
"19248"	"ENSG00000251285"	""	NA
"19249"	"ENSG00000230783"	""	NA
"19250"	"ENSG00000226266"	""	29994
"19251"	"ENSG00000118777"	"ABCG2"	9429
"19252"	"ENSG00000253595"	"LINC01300"	731779
"19253"	"ENSG00000242159"	"ABCF2P1"	NA
"19254"	"ENSG00000259520"	""	NA
"19255"	"ENSG00000259208"	""	NA
"19256"	"ENSG00000273344"	"PAXIP1-AS1"	202781
"19257"	"ENSG00000262860"	"LSM14A"	26065
"19258"	"ENSG00000278928"	""	NA
"19259"	"ENSG00000260674"	""	NA
"19260"	"ENSG00000259589"	""	NA
"19261"	"ENSG00000261655"	""	NA
"19262"	"ENSG00000137860"	"SLC28A2"	9153
"19263"	"ENSG00000103657"	"HERC1"	8925
"19264"	"ENSG00000061656"	"SPAG4"	6676
"19265"	"ENSG00000171703"	"TCEA2"	6919
"19266"	"ENSG00000164850"	"GPER1"	2852
"19267"	"ENSG00000226273"	""	NA
"19268"	"ENSG00000254838"	"GVINP1"	387751
"19269"	"ENSG00000206463"	""	394263
"19270"	"ENSG00000280397"	""	NA
"19271"	"ENSG00000265788"	""	NA
"19272"	"ENSG00000244024"	"LARP7P4"	NA
"19273"	"ENSG00000254781"	"GVINP2"	NA
"19274"	"ENSG00000272155"	""	NA
"19275"	"ENSG00000241695"	"GM2AP1"	NA
"19276"	"ENSG00000142347"	"MYO1F"	4542
"19277"	"ENSG00000188124"	"OR2AG2"	338755
"19278"	"ENSG00000095739"	"BAMBI"	25805
"19279"	"ENSG00000239797"	"RPL21P39"	NA
"19280"	"ENSG00000244358"	""	NA
"19281"	"ENSG00000279486"	"OR2AG1"	144125
"19282"	"ENSG00000226784"	"PGAM4"	441531
"19283"	"ENSG00000248503"	""	NA
"19284"	"ENSG00000165240"	"ATP7A"	538
"19285"	"ENSG00000184933"	"OR6A2"	8590
"19286"	"ENSG00000240095"	""	NA
"19287"	"ENSG00000234932"	""	NA
"19288"	"ENSG00000157219"	"HTR5A"	3361
"19289"	"ENSG00000261272"	"MUC22"	100507679
"19290"	"ENSG00000226213"	"UBQLN4P2"	NA
"19291"	"ENSG00000278373"	"G6PC2"	57818
"19292"	"ENSG00000253611"	"VN1R46P"	NA
"19293"	"ENSG00000283349"	""	NA
"19294"	"ENSG00000262113"	""	NA
"19295"	"ENSG00000220575"	"HTR5A-AS1"	100128264
"19296"	"ENSG00000176236"	"C10orf111"	NA
"19297"	"ENSG00000253884"	""	NA
"19298"	"ENSG00000279389"	"KIAA0355"	9710
"19299"	"ENSG00000196862"	"RGPD4"	285190
"19300"	"ENSG00000256346"	""	NA
"19301"	"ENSG00000206448"	"PPIAP30"	NA
"19302"	"ENSG00000224079"	""	NA
"19303"	"ENSG00000283339"	""	NA
"19304"	"ENSG00000230889"	"SHC1P1"	NA
"19305"	"ENSG00000152464"	"RPP38"	10557
"19306"	"ENSG00000255166"	""	NA
"19307"	"ENSG00000278601"	""	NA
"19308"	"ENSG00000203497"	"PDCD4-AS1"	NA
"19309"	"ENSG00000227760"	""	NA
"19310"	"ENSG00000270589"	""	NA
"19311"	"ENSG00000225214"	""	NA
"19312"	"ENSG00000257607"	""	NA
"19313"	"ENSG00000227261"	"YWHAZP7"	NA
"19314"	"ENSG00000232470"	""	NA
"19315"	"ENSG00000232971"	""	NA
"19316"	"ENSG00000180139"	"ACTA2-AS1"	NA
"19317"	"ENSG00000237945"	"LINC00649"	100506334
"19318"	"ENSG00000214025"	"ATP5F1P4"	NA
"19319"	"ENSG00000256084"	""	NA
"19320"	"ENSG00000168890"	"TMEM150A"	129303
"19321"	"ENSG00000143107"	"FNDC7"	163479
"19322"	"ENSG00000253312"	""	NA
"19323"	"ENSG00000224612"	""	NA
"19324"	"ENSG00000150593"	"PDCD4"	27250
"19325"	"ENSG00000226338"	""	NA
"19326"	"ENSG00000226502"	"KRT8P27"	NA
"19327"	"ENSG00000226291"	""	NA
"19328"	"ENSG00000227708"	"LINC01850"	NA
"19329"	"ENSG00000255763"	"MRPS18CP4"	NA
"19330"	"ENSG00000277909"	"SPC25"	57405
"19331"	"ENSG00000214024"	"RPL23AP29"	NA
"19332"	"ENSG00000253186"	""	NA
"19333"	"ENSG00000225146"	""	NA
"19334"	"ENSG00000276999"	""	NA
"19335"	"ENSG00000228312"	"GAPDHP45"	NA
"19336"	"ENSG00000225814"	"GRPEL2P2"	NA
"19337"	"ENSG00000161973"	"CCDC42"	146849
"19338"	"ENSG00000255749"	"GNAI2P1"	NA
"19339"	"ENSG00000152465"	"NMT2"	9397
"19340"	"ENSG00000164849"	"GPR146"	115330
"19341"	"ENSG00000177519"	"RPRM"	56475
"19342"	"ENSG00000139726"	"DENR"	8562
"19343"	"ENSG00000149054"	"ZNF215"	7762
"19344"	"ENSG00000227400"	""	NA
"19345"	"ENSG00000238225"	"CRIP1P2"	NA
"19346"	"ENSG00000242575"	""	NA
"19347"	"ENSG00000280066"	"MTDHP4"	NA
"19348"	"ENSG00000173540"	"GMPPB"	29925
"19349"	"ENSG00000267664"	"RPL17P45"	NA
"19350"	"ENSG00000204576"	"PRR3"	80742
"19351"	"ENSG00000249673"	"NOP14-AS1"	317648
"19352"	"ENSG00000163914"	"RHO"	6010
"19353"	"ENSG00000204188"	"GGNBP1"	449520
"19354"	"ENSG00000267313"	""	641516
"19355"	"ENSG00000282023"	""	NA
"19356"	"ENSG00000183318"	"SPDYE4"	388333
"19357"	"ENSG00000261451"	""	NA
"19358"	"ENSG00000221821"	"C6orf226"	441150
"19359"	"ENSG00000280939"	""	NA
"19360"	"ENSG00000087269"	"NOP14"	8602
"19361"	"ENSG00000282004"	"ABCB10P4"	NA
"19362"	"ENSG00000100299"	"ARSA"	410
"19363"	"ENSG00000253641"	""	101929191
"19364"	"ENSG00000171611"	"PTCRA"	171558
"19365"	"ENSG00000197251"	"LINC00336"	401253
"19366"	"ENSG00000143257"	"NR1I3"	9970
"19367"	"ENSG00000253678"	""	NA
"19368"	"ENSG00000030110"	"BAK1"	578
"19369"	"ENSG00000240159"	""	NA
"19370"	"ENSG00000227765"	"MYL12BP2"	NA
"19371"	"ENSG00000100083"	"GGA1"	26088
"19372"	"ENSG00000180712"	"LINC02363"	NA
"19373"	"ENSG00000274382"	"PROP1"	5626
"19374"	"ENSG00000185156"	"MFSD6L"	162387
"19375"	"ENSG00000214711"	"CAPN14"	440854
"19376"	"ENSG00000260612"	""	NA
"19377"	"ENSG00000281019"	""	100506688
"19378"	"ENSG00000249096"	"LINC02362"	102723766
"19379"	"ENSG00000281521"	""	NA
"19380"	"ENSG00000146540"	"C7orf50"	84310
"19381"	"ENSG00000233494"	""	NA
"19382"	"ENSG00000204590"	"GNL1"	2794
"19383"	"ENSG00000272505"	""	NA
"19384"	"ENSG00000253649"	"PRSS51"	NA
"19385"	"ENSG00000227270"	""	NA
"19386"	"ENSG00000270629"	"NBPF14"	25832
"19387"	"ENSG00000270629"	"NBPF14"	100996717
"19388"	"ENSG00000270629"	"NBPF14"	100996763
"19389"	"ENSG00000121680"	"PEX16"	9409
"19390"	"ENSG00000254712"	""	NA
"19391"	"ENSG00000149050"	"ZNF214"	7761
"19392"	"ENSG00000184208"	"C22orf46"	79640
"19393"	"ENSG00000278535"	"DHRS11"	79154
"19394"	"ENSG00000184647"	"PRSS55"	203074
"19395"	"ENSG00000268618"	""	NA
"19396"	"ENSG00000237745"	""	NA
"19397"	"ENSG00000141404"	"GNAL"	2774
"19398"	"ENSG00000279396"	""	NA
"19399"	"ENSG00000169442"	"CD52"	1043
"19400"	"ENSG00000269935"	""	NA
"19401"	"ENSG00000281487"	""	NA
"19402"	"ENSG00000260671"	""	NA
"19403"	"ENSG00000273580"	""	NA
"19404"	"ENSG00000100138"	"SNU13"	4809
"19405"	"ENSG00000281336"	""	NA
"19406"	"ENSG00000281922"	""	NA
"19407"	"ENSG00000142669"	"SH3BGRL3"	83442
"19408"	"ENSG00000235325"	""	NA
"19409"	"ENSG00000173825"	"TIGD3"	220359
"19410"	"ENSG00000135148"	"TRAFD1"	10906
"19411"	"ENSG00000274178"	"PRAMEF28P"	NA
"19412"	"ENSG00000270889"	""	NA
"19413"	"ENSG00000226102"	"SEPT7P3"	NA
"19414"	"ENSG00000178358"	"OR2D3"	120775
"19415"	"ENSG00000143127"	"ITGA10"	8515
"19416"	"ENSG00000168887"	"C2orf68"	388969
"19417"	"ENSG00000170782"	"OR10A4"	283297
"19418"	"ENSG00000281797"	""	NA
"19419"	"ENSG00000215168"	""	NA
"19420"	"ENSG00000170790"	"OR10A2"	341276
"19421"	"ENSG00000274764"	"PRAMEF27"	101929983
"19422"	"ENSG00000275156"	"NCR1"	9437
"19423"	"ENSG00000234196"	"ZBTB12"	221527
"19424"	"ENSG00000283415"	""	NA
"19425"	"ENSG00000166368"	"OR2D2"	120776
"19426"	"ENSG00000089154"	"GCN1"	10985
"19427"	"ENSG00000214413"	"BBIP1"	92482
"19428"	"ENSG00000226560"	"C2"	717
"19429"	"ENSG00000166363"	"OR10A5"	144124
"19430"	"ENSG00000232930"	""	NA
"19431"	"ENSG00000115665"	"SLC5A7"	60482
"19432"	"ENSG00000084463"	"WBP11"	51729
"19433"	"ENSG00000259970"	""	NA
"19434"	"ENSG00000255478"	""	NA
"19435"	"ENSG00000228033"	""	NA
"19436"	"ENSG00000196796"	"NPIPB10P"	NA
"19437"	"ENSG00000162241"	"SLC25A45"	283130
"19438"	"ENSG00000068831"	"RASGRP2"	10235
"19439"	"ENSG00000227055"	""	NA
"19440"	"ENSG00000224448"	""	NA
"19441"	"ENSG00000232668"	""	NA
"19442"	"ENSG00000261051"	""	NA
"19443"	"ENSG00000281945"	""	NA
"19444"	"ENSG00000232604"	""	NA
"19445"	"ENSG00000248672"	"LY75-CD302"	100526664
"19446"	"ENSG00000135454"	"B4GALNT1"	2583
"19447"	"ENSG00000236692"	""	NA
"19448"	"ENSG00000277033"	"B3GNTL1"	146712
"19449"	"ENSG00000150667"	"FSIP1"	161835
"19450"	"ENSG00000284291"	""	NA
"19451"	"ENSG00000140451"	"PIF1"	80119
"19452"	"ENSG00000284098"	""	NA
"19453"	"ENSG00000223897"	""	NA
"19454"	"ENSG00000229199"	""	NA
"19455"	"ENSG00000283626"	""	NA
"19456"	"ENSG00000228851"	"MTCO3P4"	NA
"19457"	"ENSG00000284558"	""	NA
"19458"	"ENSG00000284221"	""	NA
"19459"	"ENSG00000114383"	"TUSC2"	11334
"19460"	"ENSG00000227584"	"MTND4P5"	NA
"19461"	"ENSG00000261136"	""	NA
"19462"	"ENSG00000227974"	"HCG22"	285834
"19463"	"ENSG00000230531"	"MTND5P7"	NA
"19464"	"ENSG00000277529"	"NF1P10"	NA
"19465"	"ENSG00000166073"	"GPR176"	11245
"19466"	"ENSG00000284699"	""	NA
"19467"	"ENSG00000284572"	""	NA
"19468"	"ENSG00000139220"	"PPFIA2"	8499
"19469"	"ENSG00000234671"	"MTCYBP5"	NA
"19470"	"ENSG00000132965"	"ALOX5AP"	241
"19471"	"ENSG00000213281"	"NRAS"	4893
"19472"	"ENSG00000169325"	"GUSBP12"	NA
"19473"	"ENSG00000279328"	""	NA
"19474"	"ENSG00000282752"	"CTDP1"	9150
"19475"	"ENSG00000163885"	"CFAP100"	348807
"19476"	"ENSG00000232280"	"FLOT1"	10211
"19477"	"ENSG00000112541"	"PDE10A"	10846
"19478"	"ENSG00000281949"	""	NA
"19479"	"ENSG00000277367"	""	NA
"19480"	"ENSG00000068001"	"HYAL2"	8692
"19481"	"ENSG00000240032"	"LNCSRLR"	109729161
"19482"	"ENSG00000152952"	"PLOD2"	5352
"19483"	"ENSG00000259432"	""	NA
"19484"	"ENSG00000259580"	""	NA
"19485"	"ENSG00000060138"	"YBX3"	8531
"19486"	"ENSG00000206461"	"C6orf15"	29113
"19487"	"ENSG00000140854"	"KATNB1"	10300
"19488"	"ENSG00000073060"	"SCARB1"	949
"19489"	"ENSG00000139218"	"SCAF11"	9169
"19490"	"ENSG00000137161"	"CNPY3"	10695
"19491"	"ENSG00000244619"	""	NA
"19492"	"ENSG00000281693"	""	NA
"19493"	"ENSG00000275621"	""	NA
"19494"	"ENSG00000237371"	""	NA
"19495"	"ENSG00000267448"	""	NA
"19496"	"ENSG00000231113"	""	NA
"19497"	"ENSG00000281074"	"IGLVVII-41-1"	NA
"19498"	"ENSG00000161082"	"CELF5"	60680
"19499"	"ENSG00000181524"	"RPL24P4"	NA
"19500"	"ENSG00000260303"	""	NA
"19501"	"ENSG00000251024"	""	NA
"19502"	"ENSG00000281565"	"IGLV1-41"	NA
"19503"	"ENSG00000238217"	"LINC01877"	101927641
"19504"	"ENSG00000248809"	"LINC01095"	100505545
"19505"	"ENSG00000274575"	"IGLV1-40"	NA
"19506"	"ENSG00000273899"	"NOL12"	79159
"19507"	"ENSG00000237861"	""	NA
"19508"	"ENSG00000155893"	"PXYLP1"	92370
"19509"	"ENSG00000213938"	"SEPHS1P6"	NA
"19510"	"ENSG00000234435"	"LINC01432"	100270679
"19511"	"ENSG00000275949"	""	107984156
"19512"	"ENSG00000234862"	""	NA
"19513"	"ENSG00000121749"	"TBC1D15"	64786
"19514"	"ENSG00000225170"	""	NA
"19515"	"ENSG00000225321"	"LINC01427"	101929663
"19516"	"ENSG00000230973"	""	NA
"19517"	"ENSG00000223942"	""	NA
"19518"	"ENSG00000236627"	""	NA
"19519"	"ENSG00000226936"	"B3GALT4"	8705
"19520"	"ENSG00000250325"	"IGBP1P4"	NA
"19521"	"ENSG00000147255"	"IGSF1"	3547
"19522"	"ENSG00000242100"	"RPL9P32"	NA
"19523"	"ENSG00000278759"	"TBCD"	6904
"19524"	"ENSG00000261392"	""	NA
"19525"	"ENSG00000281832"	"LINC00602"	441177
"19526"	"ENSG00000223414"	"LINC00473"	90632
"19527"	"ENSG00000270838"	""	NA
"19528"	"ENSG00000124713"	"GNMT"	27232
"19529"	"ENSG00000105176"	"URI1"	8725
"19530"	"ENSG00000197376"	""	NA
"19531"	"ENSG00000112759"	"SLC29A1"	2030
"19532"	"ENSG00000284723"	"OR8S1"	341568
"19533"	"ENSG00000260349"	""	NA
"19534"	"ENSG00000224713"	""	NA
"19535"	"ENSG00000263244"	""	NA
"19536"	"ENSG00000229918"	"DOCK9-AS1"	100874096
"19537"	"ENSG00000182831"	"C16orf72"	29035
"19538"	"ENSG00000232896"	""	NA
"19539"	"ENSG00000250781"	""	105374428
"19540"	"ENSG00000171155"	"C1GALT1C1"	29071
"19541"	"ENSG00000135502"	"SLC26A10"	65012
"19542"	"ENSG00000205745"	""	NA
"19543"	"ENSG00000178343"	"SHISA3"	152573
"19544"	"ENSG00000110435"	"PDHX"	8050
"19545"	"ENSG00000278619"	"MRM1"	79922
"19546"	"ENSG00000277058"	"HNRNPCL3"	649330
"19547"	"ENSG00000198678"	"OR5BS1P"	NA
"19548"	"ENSG00000204684"	""	284788
"19549"	"ENSG00000054219"	"LY75"	4065
"19550"	"ENSG00000277090"	"GOLGA8G"	283768
"19551"	"ENSG00000277090"	"GOLGA8G"	100132565
"19552"	"ENSG00000278317"	""	NA
"19553"	"ENSG00000181511"	""	NA
"19554"	"ENSG00000261184"	""	101928618
"19555"	"ENSG00000253901"	""	NA
"19556"	"ENSG00000228815"	"MARK2P13"	NA
"19557"	"ENSG00000242622"	""	NA
"19558"	"ENSG00000237828"	"PA2G4P1"	NA
"19559"	"ENSG00000100106"	"TRIOBP"	11078
"19560"	"ENSG00000008282"	"SYPL1"	6856
"19561"	"ENSG00000275484"	""	NA
"19562"	"ENSG00000229571"	"PRAMEF25"	441873
"19563"	"ENSG00000229571"	"PRAMEF25"	645359
"19564"	"ENSG00000274251"	""	NA
"19565"	"ENSG00000167531"	"LALBA"	3906
"19566"	"ENSG00000175482"	"POLD4"	57804
"19567"	"ENSG00000125798"	"FOXA2"	3170
"19568"	"ENSG00000124587"	"PEX6"	5190
"19569"	"ENSG00000203650"	"LINC01285"	101928287
"19570"	"ENSG00000271202"	"PRR13P7"	NA
"19571"	"ENSG00000224341"	""	NA
"19572"	"ENSG00000271117"	""	NA
"19573"	"ENSG00000236446"	"CT47B1"	643311
"19574"	"ENSG00000267165"	"CHMP1B-AS1"	NA
"19575"	"ENSG00000254988"	""	NA
"19576"	"ENSG00000277862"	"PRAMEF34P"	NA
"19577"	"ENSG00000273141"	""	NA
"19578"	"ENSG00000283932"	""	NA
"19579"	"ENSG00000078124"	"ACER3"	55331
"19580"	"ENSG00000229182"	"MRPS16P1"	NA
"19581"	"ENSG00000259974"	"LINC00261"	140828
"19582"	"ENSG00000236179"	"PRAMEF35P"	NA
"19583"	"ENSG00000244167"	""	NA
"19584"	"ENSG00000169504"	"CLIC4"	25932
"19585"	"ENSG00000106392"	"C1GALT1"	56913
"19586"	"ENSG00000242265"	"PEG10"	23089
"19587"	"ENSG00000220793"	"RPL21P119"	NA
"19588"	"ENSG00000274384"	"TMC4"	147798
"19589"	"ENSG00000261617"	"LINC02177"	101927009
"19590"	"ENSG00000122547"	"EEPD1"	80820
"19591"	"ENSG00000106624"	"AEBP1"	165
"19592"	"ENSG00000129003"	"VPS13C"	54832
"19593"	"ENSG00000222001"	""	101928881
"19594"	"ENSG00000175697"	"GPR156"	165829
"19595"	"ENSG00000115474"	"KCNJ13"	3769
"19596"	"ENSG00000256514"	""	NA
"19597"	"ENSG00000188157"	"AGRN"	375790
"19598"	"ENSG00000276920"	"NKD2"	85409
"19599"	"ENSG00000175505"	"CLCF1"	23529
"19600"	"ENSG00000239694"	"RPSAP38"	NA
"19601"	"ENSG00000226124"	"FTCDNL1"	348751
"19602"	"ENSG00000280778"	""	NA
"19603"	"ENSG00000271346"	""	NA
"19604"	"ENSG00000238029"	""	NA
